anio,ipc,deflactor_2024
2016,100.0,63.17739941666667
2017,112.88710833333333,55.965114484212215
2018,151.581675,41.67878433634321
2019,232.74342011666667,27.144655425703508
2020,330.5416833333333,19.11329269566153
2021,490.55485833333336,12.878763372421327
2022,845.8674583333333,7.468947858704618
2023,1975.006925,3.198844450465239
2024,6317.739941666667,1.0
2025,8966.166533333333,0.7046199641930958
2026,11296.8579,0.5592475356945639
