unidad_ejecutora_id,unidad_ejecutora_desc
904,Unidad Ejecutora BID-AR-0265
908,Dirección de Prestaciones Turisticas
913,Subsecretaría de la Gestión Pública
914,U.E. BIRF N° 4423 - Proyecto Asistencia Técnica 2000
919,Unidad Ejecutora del Préstamo (BIRF 4459 - SINTYS)
922,Unidad Ministro del Ministerio del Interior
923,Comisión Nacional de Defensa de la Competencia
924,Dirección de Administración Financiera
925,Secretaría General de la Prefectura Naval Argentina
926,"Dirección de Policía Judicial, Protección Marítima y Puertos"
927,Administración General de la Corte Suprema de Justicia de la Nación
929,Subsecretaría de Interior
930,Secretaría de Asuntos Políticos
933,Secretaría de Provincias
935,Dirección General del Archivo General de la Nación
936,Dirección Nacional de Coordinación y Análisis para la Prevención del Delito
940,Dirección Nacional de Protección Civil
943,Subsecretaría de Coordinación del Ministerio de Educación
944,Unidad Ministro del Ministerio de Educación
947,Secretaría de Registro Nacional de Cooperativas y Mutuales
949,Comando de Adiestramiento y Alistamiento Naval
951,Subsecretaría de Relaciones con las Provincias
953,Gerencia de Programas y Proyectos
955,Dirección Nacional de Transporte Fluvial y Marítimo
964,Dirección Nacional de la Mujer
967,"Dirección de Contrataciones, Patrimonio y Servicios"
968,Cámara en lo Penal Económico
969,Subsecretaría de Recursos Hídricos
970,Subsecretaría de Desarrollo Urbano y Vivienda
971,Unidad Ejecutora del Préstamo BIRF 4454
972,Presidencia del Servicio Nacional de Sanidad y Calidad Agroalimentaria
973,Dirección Nacional Técnica y Administrativa
974,Unidad Ejecutora del Préstamo  BID 899/OC-AR
975,"Dirección Nacional de Agroquímicos, Productos Veterinarios y Alimentos"
976,Unidad Ejecutora del Préstamo BIRF 4150 - AR
977,Dirección de Administración
978,Unidad Ejecutora (BID AR 0262 - Mejoramiento de Barrios de Rosario)
981,Unidad de Coordinación del Programa Federal de Reconversión Productiva
987,Secretaria de Ingresos Publicos
988,Secretaría de Industria
989,Subsecretaría de Industria
992,Unidad Ejecutora de la Donación BIRF OTF 22.013
995,Secretaría Legal y Administrativa
996,Subsecretaría de Administración y Normalización Patrimonial
997,Intendencia
999,Dirección Nacional de Prestamos con Organismos Internacionales
1000,Secretaría de Comercio
1001,Subsecretaria de Productos y Alimentos
1002,Subsecretaria de Economia Agropecuaria y Regional
1003,Subsecretaria de Pesca y Acuicultura
1004,Gerencia de Capitalización
1005,Coordinación General de Acciones Compensatorias en Educación.
1008,Secretaría de Trabajo y Subsecretaría de Relaciones Laborales
1015,Centro Nacional de Organizaciones de la Comunidad
1021,Subsecretaría de Transporte Aerocomercial
1029,Subsecretaría de Transporte
1032,Consejo Nacional de Políticas Sociales
1033,Consejo Nacional de la Mujer
1035,Sistema de Evaluación y Monitoreo de Políticas Sociales
1039,Unidad Ejecutora del Préstamo (MIPES III)  (BID AR-L 1062)
1041,Subsecretaría de Industria
1043,Unidad de Financiamiento Internacional de Salud (UFI-S)
1044,Secretaría de Medios de Comunicación
1045,"Subsecretaría de Políticas, Regulación y Fiscalización"
1046,Subsecretaría de Relaciones Sanitarias e Investigación
1047,Secretaría de Coordinación del Ministerio de Desarrollo Social
1048,Secretaría de Comunicación Social
1051,Unidad de Coordinación de Fideicomisos de Infraestructura
1052,Secretaría de Educación
1053,Secretaría de Políticas Universitarias
1054,"Secretaría de Ciencia, Tecnología e Innovación Productiva"
1055,Gerencia Normatización de Prestaciones y Servicios - Gerencia Previsional
1056,Gerencia Normatización de Prestaciones y Servicios - Gerencia de Prestaciones Activas
1057,Gerencia Normatización de Prestaciones y Servicios
1058,Gerencia Prestaciones - Gerencia de Asuntos Interjurisdiccionales
1059,Gerencia Sistemas y Telecomunicaciones
1060,Gerencia Normatización de Prestaciones y Servicios - Gerencia de Control
1061,Gerencia Prestaciones
1062,Gerencia de Finanzas
1063,Subsecretaría de Coordinación y Evaluación Presupuestaria
1068,Dirección General de Instrucción
1069,Subsecretaría  de Relaciones Institucionales
1071,Dirección General del Cuerpo Penitenciario
1072,Dirección Nacional de Juventud
1074,Unidad Ejecutora Central - PROAPS
1076,Gerencia de Control de la Cuenta de Inversión
1077,Gerencia de Planificación
1078,Directorio del COMFER
1081,Dirección Nacional de Artes
1082,Dirección General Técnico Administrativa
1083,Secretaría de Gabinete y Relaciones Parlamentarias
1084,Unidad Coordinadora Ejecutora de Programas Materno Infantiles y Nutricionales
1086,Dirección Nacional de Políticas de Recursos Humanos en Salud
1087,Dirección Nacional de Programas Sanitarios
1088,Dirección de Calidad en Servicios de Salud
1089,Dirección de Promoción y Protección de la Salud
1090,Dirección Nacional de Emergencias Sanitarias
1091,Unidad Ejecutora Central (BID 1193/OC - AR)
1092,Dirección General de Unidad de Financiamiento Internacional
1093,Dirección Nacional de Información y Evaluación de la Calidad Educativa
1100,Unidad Ejecutora PROHUERTA
1102,Unidad Ejecutora BID 940 OC - AR
1103,Unidad Ejecutora FONPLATA 7/94
1107,Dirección Nacional de Infraestructura Social
1110,Coordinación de la Reforma
1113,Dirección Nacional Gestión Universitaria
1119,Unidad Ejecutora Central (BIRF Varios)
1124,Subsecretaría de Coordinación y Control de Gestión
1125,Comisión Nacional de Erradicación del Trabajo Infantil
1127,Dirección Nacional de Protección de Datos Personales
1132,Administración  Area Deporte
1136,Dirección de Prestaciones Turísticas
1139,Coordinación Ejecutiva  de Desarrollo y Fomento Deportivo
1140,Dirección Nacional Técnico Deportiva
1142,Dirección Nacional de Política y Planeamiento Deportivo
1145,Consejo Federal de Educación
1147,"Presidencia del Direct.de la Agencia Nac.de Promoc.Cientif.,Tec.y de Innov.Productiva"
1149,Ente Administrador de la Firma Digital
1150,Comisión Nacional del Límite Exterior de la Plataforma Continental
1151,"Instituto Nacional contra la Discriminación, la Xenofobia y el Racismo"
1155,Dirección de Inteligencia Criminal
1157,Secretaría de Gestión y Articulación Institucional
1159,Dirección Nacional de Gestión de Calidad Turística
1161,Gerencia de Fiscalización
1162,Subgerencia de Administración
1164,Comisión Bicameral de Fiscalización de los Organismos y Actividades de Inteligencia
1165,Dirección Nacional de Promoción del Empleo
1167,Dirección Nacional de Relaciones Federales
1168,Dirección Nacional de Orientación y Formación Profesional
1169,Instituto Nacional de Capacitación Política
1170,Dirección Nacional de Políticas Regionales
1171,UEC BID - 1068/OC - AR
1172,"Subunidad de Coordinación, Asistencia Técnica y Seguimiento (SUCATS)"
1173,Dirección Nacional de Relaciones con la Comunidad
1174,Dirección Nacional de Asuntos Políticos y Reforma Política
1175,Comisión Nacional Ex Combatientes de Malvinas
1177,Coordinación PROFOR
1178,Dirección Nacional de Proyectos y Obras Hídricas
1179,Dirección Nacional de Conservación y Protección de los Recursos Hídricos
1180,Subsecretaría de Minería
1181,Coordinación General Proyecto BIRF 4163
1182,Dirección General de Gestión Informática
1183,Secretaría de Interior
1184,Dirección Nacional Electoral
1185,Secretaría de Asuntos Municipales
1186,Subsecretaría de Coordinación
1187,Coordinación General de Asuntos Técnicos de la Unidad Presidente
1188,Coordinación Préstamo BID
1189,Prefectura Naval Argentina
1190,Departamento Previsión
1191,Dirección de Educación
1195,Subsecretaría de Coordinación del Ministerio del Interior
1196,Dirección General de Policía Comunitaria
1197,Unidad Ejecutora del Préstamo (BID 1575/OC-AR)
1198,Coordinación Plan Agua más Trabajo
1199,Coordinación del Préstamo (BID 1588/OC-AR y BID AR-L 1127)
1200,Instituto Nacional Juan Domingo Perón
1201,Gerencia de Análisis Económico y Usuarios
1202,Gerencia de Aeropuertos
1203,Unidad Ejecutora del Préstamo BID 1345/OC - AR
1204,Unidad de Información Financiera (UIF)
1205,Agencia Nacional de Promoción Científica y Tecnológica
1206,Intervencion Policia de Seguridad Aeroportuaria
1208,Unidad Ejecutora Central (BID 1855/OC-AR)
1209,Dirección de Actividades de Prevención y Capacitación
1210,Dirección Nacional de Asistencia
1211,Subsecretaría Técnica de Planeamiento y Control del Narcotráfico y del Lavado del Dinero
1212,Subsecretaría de Turismo
1213,Dirección Nacional de Promoción Turística
1214,Dirección de Registro y Fiscalización de Agentes de Viajes
1215,Dirección Nacional de Desarrollo Turístico
1216,Unidad Turística Embalse
1217,Unidad Turística Chapadmalal
1219,Comando de Educación y Doctrina
1220,Comando de Sanidad
1221,Gerencia Administrativa
1222,Gerencia de Autorizaciones y Registros
1223,Gerencia de Evaluación
1224,Gerencia de Inspección
1225,Dirección Administración Financiera
1226,Jefatura II - Inteligencia
1227,Dirección General Logística Conjunta
1228,Jefatura III - Operaciones
1229,Gerencia de Proyectos y Gerencia de Gestión Tecnológica
1230,Gerencia de Proyectos
1231,Secretaría de Coordinación y Cooperación Internacional
1232,Centro Operaciones Aéreas
1233,Dirección de Bienestar y Sanidad
1234,Departamento Misiones al Exterior y Relaciones
1235,Subdirección de Fronteras
1236,Secretaría de Política Criminal y Asuntos Penitenciarios
1237,Secretaría de Justicia
1238,Direccion Nacional de Políticas Habitacionales
1239,Dirección de Luchas Sanitarias
1240,Dirección de Epidemiología
1241,Dirección de Cuarentena Animal
1242,Coordinacion General de Campo
1243,Dirección Nacional de Planeamiento y Control
1244,Dirección del Sistema Argentino de Información Jurídica
1245,Dirección Nacional de Asuntos Internacionales
1246,Procuración Penitenciaria
1247,Subdirección de Investigaciones de Delitos Federales
1249,Secretaría Ejecutiva del Archivo Nacional de la Memoria
1250,Unidad Ejecutora del Proyecto CAF N° 3192 Alteo Viaducto Laguna La Picasa
1251,Unidad Coordinadora de Programas con Financiamiento Externo
1252,División Geodesia
1253,Unidad Ejecutora del Programa de Fortalecimiento Institucional del Senado de la Nación
1254,Registro Nacional de Armas
1255,Unidad de Investigación Causa AMIA
1262,Presidencia del Organismo Nacional de Control Comercial Agropecuario
1263,Presidencia de la Fundación
1265,Subjefatura V finanzas
1266,Subjefatura I Personal
1267,Jefatura III Operaciones
1268,Dirección General de Logística de Material
1269,Jefatura II Inteligencia
1270,Comando de Remonta y Veterinaria
1271,Sastrería Militar
1272,Comando de Operaciones
1273,Comando de Material
1274,Líneas Aéreas del Estado
1275,Comando de Regiones
1276,Comando de Personal
1277,Subsecretaría de Coordinación
1278,Subsecretaría de Programación Técnica y Estudios Laborales
1279,Unidad Ejecutora Central BIRF 7369-AR
1280,Dirección Nacional del Servicio Federal de Empleo
1281,Centro de Estudios Estratégicos
1282,Dirección de Inteligencia Naval
1283,Comando de Operaciones Navales
1284,Dirección General del Material Naval
1285,Dirección de Educación Naval
1286,Jefatura V-Planeamiento Estratégico
1287,Escuela Superior de Guerra Conjunta
1288,Dirección General del Personal naval
1289,Dirección de Sanidad Naval
1290,Servicio de Hidrografía Naval
1292,Comando de Transportes Navales
1293,Dirección Nacional de Desarrollo Regional
1294,Subsecretaría de Políticas Alimentarias
1295,Unidad Secretaría Administrativa
1296,Unidad Secretaría Técnica
1298,Unidad Coordinación y Administración
1299,Unidad Proyectos Especiales de Suministros Nucleares
1300,Área de Centrales Nucleares
1301,Área Reactores
1302,Unidad Aplicaciones de la Tecnología Nuclear
1303,Gerencia de Radioisótopos y Radiaciones
1304,Área Ciclo de Combustible
1305,Área Medicina Nuclear
1306,Gerencia de Tecnología y Medio Ambiente
1307,Programa Nacional de Gestión de Residuos Radiactivos
1308,Proyecto PRAMU
1309,Unidad Investigación y Aplicaciones no Nucleares
1310,Unidad Ejecutora Central
1311,Unidad Ejecutora Central BIRF S/N
1312,BIRF 7409-AR y 8062-AR
1313,Unidad Coordinación Central -Proyecto de Fortalecimiento de APS
1315,Subsecretaría de Planificación Territorial de la Inversión Pública
1316,"Secretaría Nacional de Niñez, Adolescencia y Familia"
1317,Unidad Secretario
1318,Subsecretaría de Planificación y Política Ambiental
1319,Dirección Nacional de Ordenamiento Ambiental y Conservación de la Biodiversidad
1320,Coordinación Plan Nacional Manejo del Fuego
1321,Unidad Ejecutora (GEF 3010) (BIRF 28385 - AR)
1323,Subsecretaría de Planificación y Política Ambiental
1324,Subsecretaría de Promoción del Desarrollo Sustentable
1325,Dirección Nacional Gestión de Desarrollo Sustentable
1326,Dirección de Gestión Ambiental de los Recursos Hídricos
1327,Subsecretaría de Coordinación de Políticas Ambientales
1328,Dirección Nacional de Políticas Sociales y Territoriales
1330,Dirección Nacional de Control Ambiental
1331,Dirección de Residuos Peligrosos
1332,Dirección de Prevención y Recomposición Ambiental
1333,Jefatura de Gabinete de Asesores
1334,Unidad Ejecutora Central (FONPLATA ARG-16/06)
1335,U.E.C BIRF 7352
1336,Unidad Ejecutora BIRF 7362
1337,Subsecretaría de Espectáculos Futbolísticos
1338,Coordinación Préstamo BID-AR-L1025
1339,Directorio de la Agencia Nacional de Desarrollo de Inversiones
1340,C.A.F. - Unidad Ejecutora del Préstamo BID 1764/OC
1341,Secretaría de Comercio Interior
1342,Comisión Nacional de Defensa de la Competencia
1343,Subsecretaría de Defensa del Consumidor
1344,Subsecretaría de Coordinación Económica y Mejora de la Competitividad
1345,Subsecretaría de Programación Macroeconómica
1346,Secretaría de Política Económica y Planificación del Desarrollo
1347,Subdirección de Seguridad Vial y Transporte
1348,Coordinación Centros de Comprobación Técnica de Emisiones
1349,Subprograma II
1350,Comité Administrador del Fondo Fiduciario para el Transporte Eléctrico Federal
1353,Dirección de Vigilancia y Monitoreo
1354,Unidad de Coordinación de Programas y Proyectos con Financiamiento Externo
1356,Instituto Superior de Seguridad Aeroportuaria
1357,"Dirección de Investigación, Desarrollo y Producción"
1358,Escuela Superior de Guerra Conjunta
1359,Dirección General de logística Conjunta
1360,Comando Operacional
1361,Gerencia Técnico Operativa
1362,Secretaría de Planeamiento
1363,Estación Experimental Agropecuaria Santiago del Estero
1364,Estación Experimental Agropecuaria Salta
1366,Estación Experimental Agropecuaria Sáenz Peña
1367,Centro Regional Misiones
1368,Hospital Nacional 'Profesor  Alejandro Posadas'
1369,Dirección Asistente Administrativo Contable
1370,Dirección Médica
1371,Estación Experimental Agropecuaria Montecarlo
1372,Estación Experimental Agropecuaria Mendoza
1373,Estación Experimental Agropecuaria Junín
1374,Estación Experimental Agropecuaria Anguil
1375,Estación Experimental Agropecuaria Paraná
1376,Estación Experimental Agropecuaria Alto Valle
1377,Estación Experimental Agropecuaria Esquel
1378,Estación Experimental Agropecuaria El Colorado
1379,Estación Experimental Agropecuaria de Cultivos Tropicales Yuto
1380,Estación Experimental Agropecuaria Bella Vista
1381,Estación Experimental Agropecuaria Santa Cruz
1382,Estación Experimental Agropecuaria Bariloche
1383,Estación Experimental Agropecuaria Oliveros
1384,Estación Experimental Agropecuaria Manfredi
1385,Estación Experimental Agropecuaria Bordenave
1386,Estación Experimental Agropecuaria Balcarce
1387,Estación Experimental Agropecuaria Perico
1388,Estación Experimental Agropecuaria Colonia Benítez
1389,Estación Experimental Agropecuaria Las Breñas
1390,Estación Experimental Agropecuaria Rama Caída
1391,Estación Experimental Agropecuaria Rafaela
1392,Estación Experimental Agropecuaria Pergamino
1393,Estación Experimental Agropecuaria Guillermo Covas
1394,Estación Experimental Agropecuaria San Luis
1395,Comando Operaciones Terrestres
1397,Coordinación del Programa Verdad y Justicia
1398,Dirección de Policía y Judicial
1401,Subdirección de Asuntos Internacionales
1402,Dirección Nacional de Articulación Institucional
1404,"Dirección de Registro, Fiscalización y Sanidad de Fronteras"
1405,Dirección  Nacional de Salud Materno Infantil
1406,Unidad Ejecutora Central  BIRF 7412- AR y 7993-AR
1407,Secretaría de Programas Sanitarios
1408,"Secretaría de Políticas, Regulación e Institutos"
1409,Instituto Nacional de Formación Docente
1411,Directorio del Enre
1412,Dirección Nacional de Coordinación Institucional
1413,Dirección Nacional de Programas Compensatorios
1414,Dirección General de Infraestructura
1415,Dirección Nacional de Regulación y Fiscalización
1416,Dirección de Atención al Usuario
1417,Comité Ejecutor del Plan de la Cuenca Hídrica Matanza - Riachuelo
1418,Comando de Ingenieros
1419,Unidad Ejecutora del Préstamo BID 1884
1420,Dirección Ejecutiva del Programa Nacional de Lucha contra los Retrovirus Humanos
1421,Dirección de Educación e Institutos
1422,Subdirección Retiros y Pasividades
1423,Subsecretaría de Política y Gestión Comercial Externa
1424,Convenio ALA/2006/18-398
1425,Subsecretaría de Tierras para el Hábitat Social
1426,Subsecretaría de Coordinación de Obra Pública Federal
1427,Dirección General de Salud de la Armada
1428,Dirección General de Educación Naval
1430,Dirección General de Investigación y Desarrollo de la Fuerza Aérea
1431,Dirección General de Material
1432,Comando de  Adiestramiento y Alistamiento
1434,Dirección General de Líneas Aéreas del Estado
1435,Dirección General de Salud de la Fuerza Aérea
1436,Dirección General de Educación de la Fuerza Aérea
1437,Dirección Nacional de Planeamiento Educativo
1439,Jefatura IV Logística
1440,Subdirección de Control y Vigilancia de Frontera
1441,Consejo Asesor del Sistema Argentino de Televisión Digital Terrestre
1442,Comisión de Planificación y Coordinación de Estrategia
1444,Unidad para el Cambio Rural
1445,Dirección de Arsenales
1446,Unidad Ejecutora del Préstamo BID 2424/OC-AR - PROMEDU II
1447,Dirección Nacional de Preinversión
1448,Unidad Ejecutora del Préstamo Nº 1966
1450,Dirección General de Inteligencia Criminal
1451,Superintendencia de Comunicaciones
1452,Dirección General de Cooperación Internacional
1453,Superintendencia de Interior y Delitos Federales Complejos
1454,Superintendencia de Transporte
1455,Superintendencia de Segurida Metropolitana
1456,Superintendencia Federal de Bomberos
1457,Dirección General de Orden Urbano
1458,Superintendencia de Investigaciones
1459,Dirección Nacional de la Policía de Seguridad Aeroportuaria
1460,"Centro de Análisis, Comando y Control"
1461,Subsecretaria de Coordinación y Control de Gestión Registral
1462,Policía Científica
1463,Superintendencia de Drogas Peligrosas
1464,Unidad de Coordinación de Ejecución de Financiamiento Externo
1472,Instituto de Capacitación de la Auditoría General de la Nación
1474,Estación Experimental Agropecuaria Yuto
1475,Estación Experimental Agropecuaria Valle Inferior
1476,Instituto de Microbiología y Zoología Agrícola
1477,Instituto de Fitopatología y Fisiología Vegetal
1478,Instituto Nacional del Cáncer
1479,Instituto Nacional de Medicina Tropical
1480,Gerencia de Jurídicos y Normas Regulatorias
1481,Unidad Ejecutora Préstamo CAF N°7769
1482,Dirección Laboratorio Farmacéutico Conjunto
1483,Subsecretaría de Promoción al Financiamiento de la Pequeña y Mediana Empresa
1484,Instituto de Recursos Biológicos
1485,Dirección de Logística - Departamento de Construcciones - Bienes Raíces
1486,Subsecretaría de Política y Gestión de la  Pequeña y Mediana Empresa y del Desarrollo Regional
1487,Secretaría de Comunicación Pública
1489,Subsecretaría de Desarrollo de Economías Regionales
1490,Instituto de Tecnología Minera
1491,Instituto de Geología y Recursos Minerales
1492,Subsecretaría de Ingresos Públicos
1493,Unidad de Coordinación del Préstamo
1495,Estación Experimental Cultivos Tropicales Yuto - Jujuy
1497,EEA Junin
1498,Estación Experimental Agropecuaria Ezquel
1500,Gerencia de Fortalecimiento Institucional
1501,Consejo Directivo
1502,Intendencia Parque Nacional Iguazú
1503,Intendencia Parque Nacional Lanín
1504,Intendencia Parque Nacional Nahuel Huapi y Parque Nacional Los Arrayanes
1505,Intendencia Parque Nacional Los Alerces
1506,Intendencia Parque Nacional Los Glaciares
1507,Intendencia Parque Nacional Tierra del Fuego
1508,Intendencia Parque Nacional El Palmar
1509,Intendencia Parque Nacional Lago Puelo
1510,Intendencia Parque Nacional Chaco
1511,Intendencia Parque Nacional Río Pilcomayo
1512,Intendencia Parque Nacional Calilegua
1513,Intendencia Parque Nacional Lihué Calel
1514,Intendencia Parque Nacional Talampaya
1515,Intendencia Parque Nacional Laguna Blanca
1516,Intendencia Monumento Natural Bosques Petrificados
1517,Intendencia Parque Nacional Perito Moreno
1518,Intendencia Reserva Natural Otamendi
1519,Intendencia Parque Nacional Pre-Delta
1520,Intendencia Parque Nacional Sierra de Las Quijadas
1521,Intendencia Parque Nacional El Leoncito
1522,Intendencia Parque Nacional San Guillermo
1523,Intendencia Parque Nacional Quebrada del Condorito
1524,Intendencia Parque Nacional Campo de los Alisos
1525,Intendencia Parque Nacional Los Cardones
1526,Intendencia Monumento Natural Laguna de Los Pozuelos
1527,Intendencia Parque Nacional Baritú
1528,Intendencia Reserva Natural Formosa
1529,Intendencia Parque Nacional Mburucuyá
1530,Intendencia Reserva Natural San Antonio
1531,Intendencia Parque Nacional Campos del Tuyú
1532,Intendencia Parque Nacional Monte León
1533,Intendencia Parque Nacional Marino Patagonia Austral
1534,Intendencia Parque Nacional El Rey
1535,Intendencia Parque Nacional Copo
1536,Intendencia Reserva Nacional el Nogalar de Los Toldos
1537,Intendencia Área Protegida General Pizarro
1538,Secretaría de Relaciones Parlamentarias
1539,Subsecreataría de Evaluación del Presupuesto Nacional
1540,Subsecretaría de Gestión y Empleo Público
1541,Secretaría de Comercio Exterior
1542,Subsecretaría de Planificación Económica
1543,Secretaría de Ambiente y Desarrollo Sustentable
1545,"Centro de Instrucción, Perfeccionamiento y Experimentación"
1546,Secretaría de Planeamiento Estratégico Industrial
1547,Subsecretaría de Gestión Administrativa
1548,Secretaría de Seguridad
1549,"Subsecretaría de Coordinación, Planeamiento y Formación"
1550,Subsetretaría de Investigación del Delito Organizado y Complejo
1551,Área de Material Río Cuarto
1552,Área de Material Quilmes
1553,I Brigada Aérea
1554,III Brigada Aérea
1555,Base Aérea Militar Morón
1556,Secretaría Legal y Técnica de ANSES
1557,Secretaría de Coordinación Político Institucional y Emergencia Agropecuaria
1558,Dirección General de Material Naval
1559,Dirección Nacional del Registro de Dominios de Internet
1560,Dirección General de Informática e Innovación Tecnológica - Subsecretaría de Coordinación
1561,Dirección General de Control de Tránsito Aéreo
1563,Unidad Ejecutora del Préstamo PROMER II
1565,Subsecretaría de Logística
1566,Subsecretaría de Políticas de Seguridad e Intervención Territorial
1567,Subsecretaría de Participación Ciudadana
1568,Subsecretaría de Investigación del Delito Organizado y Complejo
1569,Dirección Nacional de Inteligencia Criminal
1570,"Secretaría de Cooperación con los Poderes Judiciales, Ministerios Públicos y Legislaturas"
1571,Subsecretaría de Articulación Legislativa
1572,Subsecretaría de Articulación con los Poderes Judiciales y los Ministerios Públicos
1573,Unidad Ejecutora Préstamo BID Nº 2923
1574,"Subsecretaría de Coordinación, Monitoreo y Logística"
1575,Coordinación Técnica Proyecto PNUD ARG 06/017 'Primeros Años'
1579,Dirección de Seguridad Vial y Transporte
1580,Subdirección Ejecutiva de Prestaciones
1581,Subdirección Ejecutiva de Administración
1582,Subdirección Ejecutiva de Operaciones del Fondo de Garantías de Sustentabilidad
1583,Consejo Nacional de Coordinación de Políticas Sociales
1584,Dirección General Ejecutiva Programa Conectar igualdad
1585,Dirección Nacional Técnica y Administrativa
1587,Subsecretaría Técnica de Planeamiento y Control del Narcotráfico
1588,"Secretaría de Coordinación, Planeamiento y Formación"
1589,Subsecretaría de Infraestructura Penitenciaria
1590,Subsecretaría de Gestión Penitenciaria
1591,Dirección Nacional del Registro Nacional de Tierras Rurales
1592,Dirección General de Seguridad Aeroportuaria Preventiva
1593,Jefatura de Gabinete de la Gendarmería Nacional Argentina
1595,Instituto Nacional de Revisionismo Histórico Argentino e Iberoamericano 'Manuel Dorrego'
1596,Coordinación Préstamo
1597,Agencia de Administración de Bienes del Estado
1598,Subsecretaría de Política y Gestión de la  Pequeña y Mediana Empresa y Desarrollo Regional
1599,"Secretaría de Agricultura, Ganadería y Pesca"
1600,Unidad Ejecutora del Préstamo BID Nº 2662/OC-AR
1601,Comisión Nacional de Coordinación de  Promoción del Microcrédito
1602,Defensoría del Público de Servicios de Comunicación Audiovisual de la Nación
1603,Intendencia Parque Interjurisdiccional Marino Makenke
1604,Intendencia Parque Nacional Interjurisdiccional Isla Pingüino.
1605,Cámara Federal de La Matanza
1606,Centro de Investigación Agropecuaria
1608,Secretaría Ejecutiva
1609,Gerencia de Prevención y Control del Lavado de Activos y Financiamiento del Terrorismo
1610,Gerencia Administrativa
1611,Subsecretaría de Planeamiento y Formación
1612,Dirección General de Asuntos Consulares
1613,Subsecretaría de Negociaciones Económicas Internacionales
1614,Subsecretaría de Nuevas Tecnologías y Agregado de Valor
1615,Comisión Bicameral de Promoción y Seguimiento de la Comunicación Audiovisual
1616,Unidad Ejecutora Central Ministerio de Interior y Transporte
1617,Secretaría General
1618,Intendencia Parque Nacional Los Venados
1619,Estación Experimental Agropecuaria Campo Experimental Chilecito
1620,Fondo Fiduciario de Capital Social
1621,Unidad Ministro del Ministerio de Seguridad
1622,Dirección del Instituto Nacional de Estudios Estratégicos de la Seguridad
1623,Centro Internacional para la Promoción de los Derechos Humanos
1624,Dirección de Promoción
1627,Unidad Ejecutora de la Obra de Soterramiento del Corredor Ferroviario Caballito - Moreno de la Línea Sarmiento
1628,"Subsecretaría de Investigación, Desarrollo  y Producción para la Defensa"
1629,"Secretaría de Ciencia, Tecnología y Producción"
1630,Unidad de Reestructuración de Deuda
1631,Unidad Ejecutora de Préstamos Internacionales
1632,Estación Experimental Agropecuaria Ingeniero Juárez
1633,Centro Regional Tucumán Santiago del Estero
1634,Instituto Pequeña Agricultura Familiar de Cuyo
1635,Secretaría Ejecutica del Consejo de Seguridad Interior
1636,Subsecretaría de Planificación Estratégica
1637,"Coordinación General del Plan Nacional Argentina Conectada,"
1638,Secretaría de Asuntos Relativos a las Islas Malvinas e Islas del Atlántico Sur
1639,Subsecretaría del Sistema Federal de Manejo del Fuego.
1641,Secretaría de Coordinación Militar de Asistencia en Emergencias
1643,Museo Nacional de Bellas Artes
1644,Direccion Nacional de Industrias Culturales
1645,Dirección de Prestaciones Asistenciales
1646,Cámara Nacional de Casación en lo Criminal y Correccional de la Capital Federal
1647,Cámara Federal de Casación en lo Contencioso Administrativo Federal
1648,Cámara Federal y Nacional de Casación del Trabajo y la Seguridad Social
1649,Cámara Federal y Nacional de Casación en lo Civil y Comercial
1650,Subsecretaría de Lucha contra el Narcotráfico
1651,Dirección Nacional de Preinversión Municipal
1652,Dirección Nacional de Fondos Fiduciarios
1654,Secretaría de Salud Comunitaria
1655,"Subsecretaría de Medicina Comunitaria, Maternidad e Infancia"
1656,Dirección de Patrimonio e Infraestructura
1657,Estación Experimental Agropecuaria Misiones
1658,Instituto  de Ingenieria Rural
1659,Instituto  de Tecnología de Alimentos
1660,Centro de Investigación en Agroindustrias
1661,Unidad de Coordinación del Programa de Modernización Integral del AGN-UCPMIAGN
1662,Dirección General de Administración de la ANMAT
1663,Dirección Nacional de Productos Médicos
1665,Secretaria de Agricultura Familiar
1666,Dirección Regional Comahue
1667,Dirección Regional Cuyo Centro
1668,Dirección Regional Norte
1669,Dirección de Capacitación Fiscal Estratégica
1670,Registro Nacional de Trabajadores y Empleadores Agrarios
1671,Secretaría de Desarrollo Rural
1672,Subsecretaría de Promoción del Sector Social de la Economía
1674,Instituto Nacional de la Música
1675,Comision de Planificacion y Coordinacion Estrategica del Plan Nacional de Telecomuncaciones 'Argentina Conectada'
1676,Comision de Planificacion y Coordinacion Estrategica del Plan Nacional 'Igualdad Cultural'
1682,Ministerio de Cultura
1683,Unidad Ejecutora de Préstamos
1685,Unidad Ejecutora del Programa Namuncurá
1686,Estación Experimental Agropecuaria Famailla
1687,Dirección de Servicios y Mantenimiento
1688,Cámara Nacional de Apelaciones en las Relaciones de Consumo
1689,Dirección General de Material
1690,Dirección General de Líneas Aéreas del Estado
1691,Servicio Meteorológico Nacional
1692,Dirección General del Material de la Armada
1693,Dirección General de Inteligencia de la Armada
1694,Dirección General de Investigación y Desarrollo de la Amada
1695,Dirección General de Educación de la Armada
1696,Comando de Adiestramiento y Alistamiento de la Armada
1697,Servicio Meteorológico Nacional
1698,Dirección de Asuntos Culturales
1699,Instituto de Microbiología y Zoología Agrícola de Castelar
1700,Subsecretaría del Servicio Logístico de la Defensa
1701,Instituto Universitario Nacional de Derechos Humanos 'Madres de Plaza de Mayo'
1702,Subsecretaría de Responsabilidad Social
1703,Dirección Nacional de Medicina Comunitaria
