unidad_ejecutora_id,unidad_ejecutora_desc
2431,Subsecretaría de Investigación Criminal y Cooperación Judicial
2432,Subsecretaría de Intervención Federal
2433,Dirección Nacional de Cooperación Internacional
2434,Dirección Nacional de Servicios Geográficos
2435,Dirección Nacional de Producción Cartográfica
2436,"Dirección de Planificación, Investigación y Desarrollo"
2438,Desarrollo del Turismo Nacional
2439,Secretaría de Promocion
2440,Subsecretaría de Promocion y Nuevos Productos
2441,"Subsecretaría de Calidad, Accesibilidad y Sustentabilidad"
2443,Subsecretaría de Infraestructura Deportiva
2444,Subsecretaría de Desarrollo Actividades Deportivas
2445,Secretaria de Deportes
2448,Dirección Nacional de Prestaciones Turísticas
2449,"Gerencia Ejecutiva, Relaciones Institucionales, Comunicación y Política"
2450,Gerencia Ejecutiva de Proyectos y Obras
2451,Gerencia Ejecutiva de Planeamiento y Concesiones
2452,Gerencia Ejecutiva de Operación y Mantenimiento
2453,Departamento Misiones al Exterior
2454,Dirección General de Prensa y Ceremonial
2455,Subsecretaría de Energía Eléctrica
2456,Subsecretaría  de Hidrocarburos
2457,"Secretaría de Cambio Climático, Desarrollo Sostenible e Innovación"
2459,Dirección Nacional de los Registros Nacionales de la Propiedad del Automotor y de Créditos Prendarios
2461,Dirección General del Registro de la Propiedad Inmueble
2462,Dirección Nacional del Registro de Tierras Rurales
2463,Secretaria de Control y Monitoreo Ambiental
2464,Subsecretaria de Participación y Democratización Educativa
2465,Secretaria de Evaluación e Información Educativa
2466,Subsecretaria de Gobierno Abierto y Pais Digital
2467,Subsecretaria de Innovación Administrativa
2468,Subsecretaría de Tecnologías de la Información y las Comunicaciones
2469,Dirección de Articulación y Contenidos Audiovisuales
2470,"Subsecretaría de Federalización de la Ciencia, Tecnología e Innovación"
2471,Subsecretaría de Evaluación Institucional
2472,Subsecretaría de Coordinación Institucional
2473,Subsecretaría de Estudios y Prospectivas
2474,"Subsecretaría de Políticas en Ciencia, Tecnología e Innovación"
2475,Dirección Nacional de Proyectos Estratégicos
2476,Subsecretaría de Gestión Administrativa
2477,Secretaría de Desarrollo Territorial
2478,Secretaría de Hábitat
2479,Secretaría de Integración Socio-Urbana
2481,Instituto Nacional de Productos Médicos
2482,Dirección de Evaluación y Gestión de Monitoreo de Productos para la Salud
2483,Oficina Nacional de Contrataciones
2484,Junta de Seguridad en el Transporte
2485,Secretaría General de Justicia y Derechos Humanos
2486,Subsecretaria de Cooperación Internacional
2487,Secretaria de Cooperación Educativa y Acciones Prioritarias
2488,Subsecretaria de Gestión Administrativa
2489,Subsecretaria de Gestión Administrativa de Innovación Publica
2490,Instituto Nacional de Enfermedades Tropicales (INMET)
2491,"Secretaría de Alimentos, Bioeconomía y Desarrollo Regional"
2492,"Secretaría de Agricultura Familiar, Campesina e Indígena"
2493,Subsecretaría de Agricultura Familiar y Desarrollo Territorial
2494,Dirección Nacional de Control Comercial Agropecuario
2495,Dirección de Políticas de Mercados
2496,"Subsecretaría de Planificación, Estudios y Estadísticas"
2497,Secretaría de Empleo
2498,Secretaria de Seguridad  Social
2499,Subsecretaría de Articulación Territorial
2500,Secretaría de Inclusión Social
2501,Dirección General de Información Social Estratégica
2503,Secretaria de Gestión Administrativa
2504,"Subsecretaría de Puertos, Vías Navegables y Marina Mercante"
2505,Dirección de Articulación Federal y Relaciones Intersectoriales
2506,Dirección de Refugios y Hogares de Protección Integral
2507,Dirección de la Línea 144
2508,Dirección Nacional de Gestión de Servicios Asistenciales
2509,Secretaría de Equidad en Salud
2510,Dirección Nacional de Innovación de la Gestión en Salud
2511,Dirección Nacional de Abordaje por Curso de Vida
2512,"Dirección Nacional de Medicamentos, Insumos y Tecnologías"
2513,Secretaría de Acceso a la Salud
2514,Dirección Nacional de Epidemiología e Información Estratégica
2515,Secretaría de Abordaje Integral
2516,Subsecretaría de Mercados Agropecuarios
2517,Unidad Gabinete de Asesores
2518,Dirección Nacional de Recursos Físicos
2519,Dirección de Redes Integradas de Servicios de Salud
2520,Dirección Gneral de Prensa y Comunicación
2522,Dirección de Géneros y Diversidad
2523,Dirección Nacional de Talento Humano y Conocimiento
2524,Dirección Nacional de Control de Enfermedades Transmisibles
2525,"Dirección Nacional de Economía, Igualdad y Género"
2527,Direccion General de Proyectos con Financiamiento Externo
2528,Secretaría de Calidad en Salud
2529,"Subsecretaría de Calidad, Regulación y Fiscalización"
2530,Dirección General de Programas y Proyectos Sectoriales y Especiales.
2531,Unidad de Ministro del Ministerio de Cultura
2532,Unidad Ejecutora del Soterramiento del Ferrocarril Sarmiento
2533,"Subsecretaria de Planeamiento, Prospectiva e Innovación"
2534,Secretaría General del Consejo Federal de Educacion
2535,"Agencia Nacional de Promoción de la Investigación, el Desarrollo Tecnológico y la"
2536,Subsecretaría de Articulación Federal
2537,Subsecretaría de Integración de los Sistemas
2538,Subsecretaría de Estrategias Sanitarias
2539,Subsecretaría de Medicamentos e Información Estratégica
2540,Dirección Nacional de Salud Comunitaria
2541,Dirección Nacional de Relaciones Institucionales
2542,Dirección de Control de Enfermedades Inmunoprevenibles
2543,"Dirección Nacional de Habilitación, Fiscalización y Sanidad de Fronteras"
2544,Dirección Nacional de Abordaje Integral de Enfermedades No Transmisibles
2545,Dirección Nacional de Salud Sexual y Reproductiva
2546,Secretaria  Comunicacion y Prensa
2548,Subsecretaría de Formación y Carrera
2549,Dirección de Gestión Digital e Información Tecnológica
2550,Dirección de Ejecución de Préstamos Internacionales
2551,Comisión Nacional de Actividades Espaciales
2552,Dirección General de Infraestructura Judicial
2553,Subsecretaría de Ganadería y Producción Animal
2554,"Agencia Nacional de Promoción de la Investigación, el Desarrollo  Tecnológico y la Innovación"
2555,Dirección General de Infraestructura y Servicios
2556,Coordinación de Programas y Proyectos Especiales con Financiamiento Externo
2557,Dirección General de Organización y Doctrina (DGOD)
2558,Instituto de Ciberdefensa de las Fuerzas Armadas
2559,Comando Conjunto Marítimo
2560,Dirección Nacional de Uso Publico
2561,Dirección Nacional de Conservación de Areas Protegidas
2562,Dirección Regional Patagonia Norte
2563,Dirección Regional Patagonia Austral
2564,Dirección Regional Centro
2565,Dirección Regional NOA
2566,Dirección Regional NEA
2568,Subsecretaría de Politicas para el Desarrollo con Equidad
2570,Dirección Nacional de Investigación de Sucesos Aeronáuticos
2571,Dirección Nacional de Investigación de Sucesos Automotores
2572,Dirección Nacional de Investigación de Sucesos Ferroviarios
2573,"Dirección Nacional de Investigación de Sucesos Marítimos, Fluviales y Lacustres"
2574,Subsecretaria de Gestión de Espacios y Proyectos Especiales
2575,Dirección de Delegaciones
2576,Unidad Ejecutora Especial Temporaria “Promover Turismo Federal y Sostenible'
2577,Dirección General de Tecnologías de la Información y Telecomunicaciones
2578,Instituto Nacional de la Administración Pública
2580,Dirección de Comunicación Institucional y Prensa
2581,Unidad Ejecutora Especial Temporaria Argentina Futura
2582,Estación Experimental Agropecuaria Área Metropolitana Buenos Aires
2583,Centro de Investigaciones en Ciencias Veterinarias y Agronómicas
2584,Instituto de Clima y Agua
2585,Dirección de Lucha contra Incedios Forestales y Emergencias
2589,Dirección General de Administración
2591,Dirección de Informática
2593,Secretaría  de Asuntos Económicos y Financieros Internacionales
2595,Subsecretaría de Coordinación Institucional de Energía
2596,Dirección de Programas y Proyectos Sectoriales y Especiales
2597,Secretaría de Coordinación Presupuestaria y Planificación del Desarrollo
2599,Subsecretaría de Servicios y País Digital
2600,Subsecretaría de Telecomunicaciones y Conectividad
2601,Subsecretaría de Gestión de Servicios e Institutos
2602,Dirección de Estadísticas Públicas y Relaciones Institucionales
2603,Dirección de Estudios y Desarrollos Vitivinícolas
2604,Intendencia del P.N. Los Arrayanes
2605,Intendencia P.N. Ciervo de los Pantanos
2606,Intendencia P.N. Aconquija
2607,Intendencia P.N. Traslasierra
2608,Dirección Nacional de Áreas Marinas Protegidas
2609,Intendencia del P.N. Nahuel Huapi
2610,Subsecretaría de Fortalecimiento de las Familias y su Inclusión Comunitaria
2611,Agencia Argentina de Cooperación Internacional y Asistencia Humanitaria - Cascos Blancos
2612,Subsecretaría de Negociaciones Económicas Multilaterales y Bilaterales
2613,Subsecretaría del Mercosur y Negociaciones Económicas Interncionales
2614,Subsecretaría de Empleo Público
2615,Unidad de Coordinacion del Programa Conectar Igualdad
2616,Unidad Ejecutora Especial Temporaria Norte Grande para la Equidad Social
2617,"Dirección General Técnica, Administrativa y Legal"
2619,Subsecretaría de Tecnologías de la Información
2620,Unidad Ejecutora Especial Temporaria Articulación Social del Area Metropolitana de Buenos Aires
2621,Unidad Especial de Coordinación de Financiamiento
2622,Secretaría de Planificación del Desarrollo y la Competitividad Federal
2623,Secretaría de Coordinación Legal y Administrativa
2624,Subsecretaría de Coordinación Presupuestaria
2625,Unidad Ejecutora Especial Temporaria El Estado en tu Barrio
2626,Secretaría de Industria y Desarrollo Productivo
2627,Secretaría de Economía del Conocimiento
2628,Secretaría de Relaciones con la Sociedad Civil y Desarrollo Comunitario
2629,Subsecretaría de Relaciones Financieras Internacionales para el Desarrollo
2630,Subsecretaría de Coordinación Fiscal Provincial
2631,Dirección General de Proyectos con Financiamiento Externo y Cooperación Internacional
2632,Ente Nacional de Control y Gestión de la Via Navegable
2633,Instituto de Suelos
2634,Dirección de Desarrollo de Asuntos Indigenas
2640,Comando Conjunto de Ciberdefensa
2652,Secretaria de Educación
2653,Ministerio de Justicia
2654,Ministerio de Infraestructura
2655,Subsecretaria de Protección Contra la Violencia de Género
2656,"Secretaría de Trabajo, Empleo y Seguridad Social"
2657,"Secretaría de Innovación, Ciencia y Tecnología"
2659,"Subsecretaria de Gestión Administrativa de Niñez, Adolescencia y Familia"
2660,Subsecretaria de Políticas Sociales
2661,Secretaria de Acceso y Equidad de la Salud
2662,Subsecretaría de Vocería y Comunicación de Gobierno
2663,Secretaría de Prensa
2664,"Gerencia Ejecutiva de Relaciones Institucionales, Comunicación y Política"
2666,Secretaria de Hacienda
2667,Direccion de Obligaciones a Cargo del Tesoro
2668,Secretaría de Bioeconomía
2669,Secretaría de Planeamiento y Gestión para el Desarrollo Productivo y de la Bioeconomía
2670,Secretaría de Industria y Comercio
2671,"Secretaría de la Pequeña y Mediana Empresa, Emprendedores y Economía del Conocimiento"
2672,Dirección General Técnica Administrativa
2675,"Subsecretaría de Promoción de las Exportaciones, las Inversiones, la Educación, la Ciencia y la Cultura"
2677,Subsecretaría de Innovación
2678,Subsecretaría de Transición y Planeamiento Energético
2679,Subsecretaría de Negociaciones Económicas Internacionales e Integración
2682,Subsecretaría de Gestión Administrativa de Infraestructura
2683,"Secretaría de Desarrollo Territorial, Hábitat y Vivienda"
2684,Secretaría de Concesiones
2685,Subsecretaría de Transporte Aéreo
2686,Subsecretaría de Integración Socio Urbana
2687,DN Formación y Desarrollo Profesional
2688,Secretaría de Coordinación y Administración
2689,Dirección General de Tecnología de la Información
2690,Subsecretaría Asuntos Penitenciarios
2691,Subsecretaría de Intervención Federal
2692,Subsecretaría de Despliegue Territorial
2693,Dirección de Seguridad en Eventos Deportivos
2694,Secretaría de Seguridad
2695,Secretaría de Lucha contra el Narcotráfico y la Criminalidad Organizada
2696,Subsecretaría de Investigación Criminal
2702,Subsecretaría de Ciencia y Tecnología
2707,Subsecretaría de Ambiente
2708,Subsecretaria de Protección de Derechos Humanos
2709,Subsecretaria de Promoción de los Derechos Humanos
2710,Subsecretaria de Acceso a la Justicia
2711,Subsecretaría de Gestión Administrativa
2713,Subsecretaría de Politicas Universitarias
2714,Subsecretaría de Politicas e Innovación Educativa
2715,Dirección General de Cooperación Internacional
2716,Subsecretaría de Información y Evaluación Educativa
2717,Dirección General de Infraestructura
2718,Instituto Nacional de Formación Docente
2719,Subsecretaría de Políticas Sociales
2721,Subseceratía de Políticas Territoriales y Desarrollo Humano
2726,Secretaría de Asuntos Estratégicos
2728,"Secretaría de Malvinas, Antártida, Política Oceánica y Atlántico Sur"
2729,Subsecretaría de Políticas Familiares
2733,Subsecretaria de Interior
2735,Subsecretaría de Deportes
2740,Subsecretaría de Gestión Administrativa de Producción
2741,Ministerio de Desregulación y Transformación del Estado
2743,Subsecretaría de Combustibles Líquidos
2744,Secretaría de Inteligencia de Estado
2745,Vicejefatura de Gabinete del Interior
2746,Secretaría de Comunicación y Medios
2747,Ministerio de Capital Humano
2748,Secretaría de Gestión Sanitaria
2749,Subsecretaría de Relaciones Sectoriales y Articulación
2750,Subsecretaría de Planificación y Programación Sanitaria
2751,Subsecretaría de Institutos y Fiscalización
2752,Subsecretaría de Programación Federal
2753,Unidad de Alfabetización
2754,Agencia Nacional de Puertos y Navegación
2755,Dirección Nacional de Desarrollo y Promoción
2756,"Subsecretaría de Gestion Administrativa de Turismo, Ambiente y Deportes"
2757,Dirección Nacional de Calidad Turística
2758,Dirección Nacional de Fiscalización
2759,Dirección Ejecutiva Agencia Federal de Emergencias
2760,Subsecretaría de Coordinación y Administración Exterior.
2762,Subsecretaría de Seguridad Social
2763,Subsecretaria de Promoción Humana
2766,Subsecretaría de Coordinación y Administración Exterior
2767,Direccion General de Laboratorios y Control Técnico
2768,Subsecretaría de Relaciones Sectoriales y Articulaciones
2769,Dirección General de Personal
2770,Dirección de Fronteras
2771,Dirección General Del ANES
2772,Dirección Ejecutiva del Hospital Nacional en Red 'Lic. Laura Bonaparte'
2773,Dirección Ejecutiva del Hospital Nacional Dr. Baldomero Sommer
2774,Dirección Ejecutiva del Hosp. Nac. 'Prof. Posadas'
2775,Dirección Ejecutiva del Htal y Com Dr. Carrillo
2776,Dirección Ejecutiva del Instituto Nacional de Rehabilitación Psicofísica del Sur
2777,Dirección Nacional de Integración Federal y Cooperación Internacional Cultural
2778,Dirección General de Apoyo
2779,Subsecretaría de Derechos Humanos
2780,Dirección Nacional de Seg. Inv. Cap. Hum. Sec. Púb. Nac.
2781,Secretaría de Coordinación de Energía y Minería
2782,Secretaría de Justicia
2783,Subsecretaría de Asuntos Registrados
2784,Escribanía General del Gobierno de la Nación
2786,Oficina Anticorrupción
2787,Subsecretaría de Acceso a la Justicia
2788,Subsecretaría de Política Criminal
2789,"Dirección de Tráfico Marítimo, Fluvial y Lacustre"
2790,Secretaría de Coordinación de Producción
2793,Secretaría de Coordinación de Infraestructura
2794,Subsecretaría de Obras y Servicios
2796,Dirección Nacional de Vialidad
2797,Ente Nacional Regulador del Gas y la Electricidad
2798,"Unidad Ministro del Ministerio de relaciones Exteriores, Comercio Internacional y Culto"
2799,"Subsecretaría de Vigilancia Epidemiológica, Información y Estadisticas de Salud"
2800,Secretaría de Turismo y Ambiente
2801,Subsecretaría del Instituto Nacional de Asuntos Indígenas
2802,Gerencia de Área Reactor Argentino Multipropósito - RA-10
2803,Gerencia de Área Producción de Radioisótopos y Aplicaciones de la Radiación
2804,"Gerencia de Área Investigación, Desarrollo e Innovación"
2805,Gerencia de Área Ciclo del Combustible Nuclear
2806,Gerencia de Área Aplicaciones Nucleares a la Salud
2807,Secretaría Nacional de Discapacidad
2808,Secretaría de Comunicación y Prensa
2809,Coordinación Nacional de Relacionamiento Institucional y Vinculación Tecnológica
2810,Centro de Investigación en Economía y Prospectiva
2811,Dirección Nacional Asistente de Transferencia y Extensión
2812,Dirección Nacional Asistente de Investigación y Desarrollo
2813,Gerencia de Area Seguridad Nuclear y Ambiente
2814,Intervención del Ente Nacional Regulador del Gas
2815,Intervención del Ente Nacional Regulador de la Electricidad
2816,Centro Nacional de Ciberseguridad
2817,Secretaría de Asuntos Nucleares
2818,Subsecretaría de Gestión Administrativa
2819,Secretaría de Transformación del Estado y Función Pública
2820,Secretaría de Desregulación
9999,Sin Definir
