"uoc_id","f1","f2","f3","masa","saf_id","A_juris","sede_provincia","anclado","A_tipo","A_rango","A_antiguedad","A_presupuesto","N_tamano","N_distribuido","n_sup","acceso","contenido","unidad_dim1","unidad_dim2"
"209|490 - Agencia de Acceso a la Información Pública",0.483010828040893,-0.354506228983111,0.692313400770583,0.000572490889392298,209,"CABA","CABA","programatico","administracion","descentralizada","reciente","bajo","chica","una_sede",53,0.318868604881439,-0.284511117309483,1.47995175322733,0.537896625130039
"250|22 - Dpto de Compras y Suministros - Caja de Retiros Jubilaciones y Pensiones de la Policía Federal",0.281230048708955,-0.207627645999563,0.442005571184528,0.00185290062050625,250,"CABA","CABA","programatico","seguridad_defensa","descentralizada","antiguo","alto","media","una_sede",177,0.222949054184745,-0.51861119377627,0.0594613868328238,0.041980138202445
"301|23/000 - Dirección General de Administración - SG",0.467961295025731,-0.374352266483845,0.681626064927602,0.00495543189205161,301,"CABA","CABA","programatico","administracion","centralizada","antiguo","medio","grande","una_sede",317,0.340909818436756,-0.225607098765504,1.0814161029135,0.189961072650275
"303|24/000 - Dirección General de Administración - SEDRONAR",0.339779342901708,-0.294097476512537,0.623214067902788,0.002542352014183,303,"CABA","CABA","programatico","salud_social","centralizada","medio","medio","grande","una_sede",194,0.127066436996249,-0.269842292659906,0.810546386534602,0.190684304845007
"305|79/000 - Dirección General Técnico - Administrativa - JGM",0.779713631503344,-0.859481813422314,0.738949206534417,0.00557101349354871,305,"CABA","CABA","programatico","administracion","centralizada","medio","medio","grande","una_sede",351,0.257722575879823,-0.106159117740178,1.44476668071747,0.199529185980738
"307|26/000 - Dirección de Compras y Contrataciones - MRE",0.28099843713415,-0.264206270777736,0.432203101606849,0.00519550871663548,307,"CABA","CABA","programatico","administracion","centralizada","antiguo","alto","grande","una_sede",381,0.20173773759303,-0.365664480319973,0.651928241047657,0.64189637547315
"310|80/000 - Dirección General de Administración - MS",3.87604597547617,2.01355792412934,-1.42583649486849,0.00594651827046193,310,"CABA","CABA","programatico","salud_social","centralizada","antiguo","alto","grande","una_sede",270,0.597260210749071,0.243311181217901,0.505844335817694,0.882491979292582
"310|80/12 - Compras y Contrataciones Internacionales - MSYDS",2.50919927545156,1.39736270500116,-0.285268842290357,0.000166207032404216,310,"CABA","CABA","programatico","salud_social","centralizada","antiguo","alto","chica","una_sede",22,0.586566835105105,0.052107277283797,0.402361226778309,0.401684536988892
"311|95/000 - Dirección de Administración de Niñez; Adolescencia y Familia - SENNAF",3.71840751045382,-6.85568920589935,-5.24502643837446,0.00675293016842313,311,"CABA","CABA","programatico","salud_social","centralizada","reciente","alto","grande","una_sede",412,0.355701761066864,0.196263230946219,0.956929052597259,1.32164919871924
"311|95/1 Dirección de Programas y Proyectos Sectoriales y Especiales de Niñez Adolescencia y Familia",0.574677185708988,-0.555198949923917,1.31527919171957,0.000178518664434157,311,"CABA","CABA","programatico","salud_social","centralizada","reciente","alto","chica","una_sede",26,0.403368828498412,-0.254446031168839,0.853445943557874,0.84084175641555
