"uoc_id","saf_id","sede_provincia","tipo","rubro_modal","anclado","n_adj","n_sup","acceso","contenido","uA1","uA2","n_sedes","N_distribuido","N_tamano","N_juris","N_fundacion","N_rango","N_presupuesto","S_escala","S_directa"
"375|37/063 - Jefatura De Agrupación XIV Chubut",375,"Chubut","seguridad_defensa","COMBUSTIBLES Y LUBRICANTES",TRUE,87,60,-0.097162477070247,-0.637899291544735,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Chubut","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/064 - Escuadrón 36 Esquel",375,"Chubut","seguridad_defensa","REPUESTOS",TRUE,124,74,-0.179177674241831,-0.582754125603416,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Chubut","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/065 - Escuadrón 38 Rio Mayo",375,"Chubut","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,46,38,-0.221442190017338,-0.632045771853628,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Chubut","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/066 - Jefatura De Agrupacion XVISanta Cruz",375,"Santa Cruz","seguridad_defensa","ALIMENTOS",TRUE,73,51,-0.0756860365365997,-0.590173703575068,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Santa Cruz","antiguo","desconcentrada","alto","grande","mixto"
"375|37/067 - Escuadrón 39 Perito Moreno",375,"Santa Cruz","seguridad_defensa","REPUESTOS",TRUE,55,48,-0.188533828203698,-0.600226679409701,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Santa Cruz","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/068 - Escuadrón 42 Calafate",375,"Santa Cruz","seguridad_defensa","LIBRERIA PAP. Y UTILES OFICINA",TRUE,60,43,-0.0821443689216567,-0.658438353927101,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Santa Cruz","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/069 - Escuadrón 43 Rio Turbio",375,"Santa Cruz","seguridad_defensa","REPUESTOS",TRUE,63,42,-0.158602287751198,-0.680022648100868,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Santa Cruz","antiguo","desconcentrada","alto","grande","mayoria_directa"
"375|37/071 - Agrupación Unidades Operativas Buenos Aires",375,"CABA","seguridad_defensa","REPUESTOS",TRUE,105,65,0.0100227216896088,-0.700485641971281,-0.267967130733099,-0.205600277532628,87,"distribuido","media","CABA","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/072 - Servicio De Aviación",375,"Buenos Aires","seguridad_defensa","COMBUSTIBLES Y LUBRICANTES",TRUE,229,123,0.146558002952733,-0.668460867764812,-0.581807761422286,-0.124308131921233,87,"distribuido","media","Buenos Aires","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/073 - Operativo Centinela (Jefatura Zona Oeste)",375,"Buenos Aires","seguridad_defensa","REPUESTOS",TRUE,94,48,-0.0483895402675557,-0.707956077170089,-0.673651968322864,-0.0330991280139174,87,"distribuido","chica","Buenos Aires","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/074 - Escuadrón Seguridad Zarate - Brazo Largo",375,"Buenos Aires","seguridad_defensa","REPUESTOS",TRUE,24,23,-0.141227653961136,-0.532257608990147,-0.673651968322864,-0.0330991280139174,87,"distribuido","chica","Buenos Aires","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/078 - Escuadrón 57 Santo Tome",375,"Corrientes","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,131,78,-0.111280046175469,-0.678610307690262,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Corrientes","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/079 - Jefatura De Agrupación IX Jujuy",375,"Jujuy","seguridad_defensa","REPUESTOS",TRUE,107,66,-0.0602118006667489,-0.609511105011454,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Jujuy","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/081 - Escuadrón Seguridad El Chocon",375,"Neuquén","seguridad_defensa","REPUESTOS",TRUE,43,33,-0.0352412151977866,-0.651126913142948,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Neuquén","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/082 - Escuadrón Segurdad Atucha",375,"Buenos Aires","seguridad_defensa","LIBRERIA PAP. Y UTILES OFICINA",TRUE,64,45,-0.039633894499134,-0.67396906955728,-0.673651968322864,-0.0330991280139174,87,"distribuido","chica","Buenos Aires","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/083 - Secretaria General",375,"CABA","seguridad_defensa","ALIMENTOS",TRUE,244,72,0.0598437005868667,-0.564216143751839,-0.267967130733099,-0.205600277532628,87,"distribuido","media","CABA","antiguo","desconcentrada","alto","grande","mixto"
"375|37/084 - Escuadrón 14 Las Palmas",375,"Chaco","seguridad_defensa","COMBUSTIBLES Y LUBRICANTES",TRUE,97,67,-0.155208728764272,-0.656937233489194,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Chaco","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/085 - Escuadrón 37 Jose De San Martin",375,"Chubut","seguridad_defensa","REPUESTOS",TRUE,86,52,-0.229640917384356,-0.601637997586616,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Chubut","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/086 - Escuadrón Seguridad Vial Rafaela",375,"Santa Fe","seguridad_defensa","INFORMATICA",TRUE,75,45,-0.230095114784884,-0.559426541874121,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Santa Fe","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/087 - Escuadron Seguridad Vial Sierra Grande",375,"Río Negro","seguridad_defensa","REPUESTOS",TRUE,50,37,-0.0599373725866602,-0.735285826475045,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Río Negro","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/088 - Escuadron Seguridad Vial Balcarce",375,"Buenos Aires","seguridad_defensa","LIBRERIA PAP. Y UTILES OFICINA",TRUE,50,35,-0.154531310460281,-0.595973009086892,-0.673651968322864,-0.0330991280139174,87,"distribuido","chica","Buenos Aires","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/089 - Escuadrón Seguridad Vial San Nicolas",375,"Buenos Aires","seguridad_defensa","REPUESTOS",TRUE,39,27,-0.0702332529296166,-0.74223590492129,-0.673651968322864,-0.0330991280139174,87,"distribuido","chica","Buenos Aires","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/090 – Agrupación “Cinturón Sur",375,"CABA","seguridad_defensa","ALIMENTOS",TRUE,55,33,0.0255369853000125,-0.701643877738112,-0.359811337633677,-0.114391273625312,87,"distribuido","chica","CABA","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/091 - Escuadrón Seguridad Vial San Justo",375,"Santa Fe","seguridad_defensa","REPUESTOS",TRUE,64,43,-0.384992149471294,-0.515701294615782,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Santa Fe","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/092 - Escuadrón Seguridad Embalse",375,"Córdoba","seguridad_defensa","IMPRENTA Y EDITORIALES",TRUE,47,30,-0.222531391434828,-0.630986287246937,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Córdoba","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/093 - Escuadron Seguridad Vial Autopistas Sur",375,"CABA","seguridad_defensa","REPUESTOS",TRUE,109,64,-0.0270522211178312,-0.718907568603773,-0.267967130733099,-0.205600277532628,87,"distribuido","media","CABA","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/094 - Centro De Reconocimiento Y Operaciones Contra El Narcotrafico",375,"CABA","seguridad_defensa","REPUESTOS",TRUE,83,50,-0.127057641530425,-0.657653997455899,-0.359811337633677,-0.114391273625312,87,"distribuido","chica","CABA","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/095 - Escuadrón 22 San Antonio De Los Cobres",375,"Salta","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,111,63,-0.13144490948943,-0.592265856604596,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Salta","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/096 - Escuadrón 58 La Rioja",375,"La Rioja","seguridad_defensa","REPUESTOS",TRUE,43,22,-0.178014797612261,-0.551745006647395,-0.53969576834674,0.023383036273531,87,"distribuido","chica","La Rioja","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/097 - Comando De Región IV",375,"CABA","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,87,48,-0.165552683239095,-0.57923829825599,-0.359811337633677,-0.114391273625312,87,"distribuido","chica","CABA","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/098 - Escuadron 1 Roque Saenz Peña",375,"Chaco","seguridad_defensa","REPUESTOS",TRUE,78,43,-0.275555396979782,-0.632403383634214,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Chaco","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/100 - SERVICIO ADMINISTRATIVO FINANCIERO DESCONCENTRADO ESCUADRÓN 59 SANTIAGO DEL ESTERO",375,"Santiago del Estero","seguridad_defensa","REPUESTOS",TRUE,70,50,-0.0431074818566024,-0.668713681231503,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Santiago del Estero","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/101 - Escuadron 41 Comodoro Rivadavia",375,"Chubut","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,76,48,-0.221154552913283,-0.607453754597025,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Chubut","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/102 - Destacamento Movil 6",375,"CABA","seguridad_defensa","FERRETERIA",TRUE,80,54,0.0417470146402935,-0.659937359953788,-0.359811337633677,-0.114391273625312,87,"distribuido","chica","CABA","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/105 - Direccion De Criminalistica Y Estudios Forenses",375,"CABA","seguridad_defensa","MANT. REPARACION Y LIMPIEZA",TRUE,183,88,0.0988609487925499,-0.434799934021649,-0.267967130733099,-0.205600277532628,87,"distribuido","media","CABA","antiguo","desconcentrada","alto","grande","mayoria_directa"
"375|37/106 - Direccion General De Inteligencia Criminal E Investigaciones",375,"CABA","seguridad_defensa","ALIMENTOS",TRUE,89,37,-0.0117196039500219,-0.627581675623759,-0.359811337633677,-0.114391273625312,87,"distribuido","chica","CABA","antiguo","desconcentrada","alto","grande","mixto"
"375|37/108 - Dirección De Educación E Institutos",375,"CABA","seguridad_defensa","REPUESTOS",TRUE,80,47,0.0313360102009595,-0.598126393049297,-0.359811337633677,-0.114391273625312,87,"distribuido","chica","CABA","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/109 - Jefatura De Agrupacion XVII Santiago Del Estero",375,"Santiago del Estero","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,128,76,-0.144328352982964,-0.58250656853614,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Santiago del Estero","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/110 - Jefatura De Agrupacion XV Santa Fe",375,"Santa Fe","seguridad_defensa","REPUESTOS",TRUE,127,71,-0.155570664417448,-0.634979406134404,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Santa Fe","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/111 - Agrupación Mantenimiento y Capacitación de Tecnologías de la  Información y Comunicaciones",375,"CABA","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,127,77,0.107107603462812,-0.696393617505561,-0.267967130733099,-0.205600277532628,87,"distribuido","media","CABA","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/112 - Dirección de Tecnologías de la Información y Comunicaciones",375,"CABA","seguridad_defensa","SERVICIOS BASICOS",TRUE,83,61,0.158807065313916,-0.629058539124413,-0.359811337633677,-0.114391273625312,87,"distribuido","chica","CABA","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/113 - Jefatura De Agrupacion XXVIII Chaco",375,"Chaco","seguridad_defensa","REPUESTOS",TRUE,87,57,-0.204075863202736,-0.593081474406914,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Chaco","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/114 - Jefatura Agrupacion XIX Tierra Del Fuego",375,"Tierra del Fuego","seguridad_defensa","REPUESTOS",TRUE,58,34,-0.117586727408658,-0.491378104963076,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Tierra del Fuego","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/115 - Escuadron 60 San Pedro",375,"Buenos Aires","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,138,78,-0.151540173343926,-0.640041330000474,-0.581807761422286,-0.124308131921233,87,"distribuido","media","Buenos Aires","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/116 - Escuadron 62 Rio Grande",375,"Tierra del Fuego","seguridad_defensa","LIBRERIA PAP. Y UTILES OFICINA",TRUE,36,22,-0.205780552021144,-0.50340983335324,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Tierra del Fuego","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/117 - Escuadron Seguridad Vial Pergamino",375,"Buenos Aires","seguridad_defensa","LIBRERIA PAP. Y UTILES OFICINA",TRUE,62,42,-0.204259409058971,-0.609813710473203,-0.673651968322864,-0.0330991280139174,87,"distribuido","chica","Buenos Aires","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/118 - Unidad Especial De Transporte Macacha Guemes",375,"CABA","seguridad_defensa","MANT. REPARACION Y LIMPIEZA",TRUE,100,40,-0.0937947021811903,-0.55948369757368,-0.267967130733099,-0.205600277532628,87,"distribuido","media","CABA","antiguo","desconcentrada","alto","grande","mayoria_directa"
"375|37/119 - Gendarmería Nacional - Escuadrón 61 Salvador Mazza",375,"Salta","seguridad_defensa","LIBRERIA PAP. Y UTILES OFICINA",TRUE,100,54,-0.0867292456937797,-0.744078900093713,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Salta","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/121 - Instituto De Formacion De Gendarmes Gendarmes Felix Manifior",375,"Buenos Aires","seguridad_defensa","BAZAR Y MENAJE",TRUE,111,76,-0.113611469036834,-0.524002530926555,-0.581807761422286,-0.124308131921233,87,"distribuido","media","Buenos Aires","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/122 - JEFATURA DE REGIÓN VI",375,"CABA","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,83,50,-0.127214423636251,-0.607329991152555,-0.359811337633677,-0.114391273625312,87,"distribuido","chica","CABA","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/123 - COMANDO DE REGIÓN VII",375,"CABA","seguridad_defensa","REPUESTOS",TRUE,22,22,-0.133329722207656,-0.724835208661033,-0.359811337633677,-0.114391273625312,87,"distribuido","chica","CABA","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/123 - Comando De Región VIII",375,"CABA","seguridad_defensa","BAZAR Y MENAJE",TRUE,28,22,0.00281404180612491,-0.73273206018473,-0.359811337633677,-0.114391273625312,87,"distribuido","chica","CABA","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/125 - SERVICIO ADMINISTRATIVO FINANCIERO DESCONCENTRADO ESCUADRÓN 45 SALTA",375,"Salta","seguridad_defensa","REPUESTOS",TRUE,98,54,-0.11532039185482,-0.667156233692027,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Salta","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/126 - Centro De Apoyo Y Adiestramiento Antidrogas General Mosconi",375,"Salta","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,63,38,-0.104577049495749,-0.726194611699664,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Salta","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/127 - Jefatura De Agrupación XX Cordoba",375,"Córdoba","seguridad_defensa","REPUESTOS",TRUE,68,29,0.0351714857909215,-0.552520705369676,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Córdoba","antiguo","desconcentrada","alto","grande","mayoria_directa"
"375|37/128 - Escuadron Seguridad Vial Villa Maria",375,"Córdoba","seguridad_defensa","REPUESTOS",TRUE,68,35,-0.244957190442316,-0.607547914920165,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Córdoba","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/129 - Agrupación Fuerza de Operaciones Especiales",375,"Buenos Aires","seguridad_defensa","MANT. REPARACION Y LIMPIEZA",TRUE,108,61,0.081914026125629,-0.65763162093285,-0.581807761422286,-0.124308131921233,87,"distribuido","media","Buenos Aires","antiguo","desconcentrada","alto","grande","mayoria_directa"
"375|37/130 JEFATURA DE REGION VIII",375,"CABA","seguridad_defensa","BAZAR Y MENAJE",TRUE,71,45,-0.208150600802891,-0.594695566030464,-0.359811337633677,-0.114391273625312,87,"distribuido","chica","CABA","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/131 - Jefatura De Agrupación XXI  “Santa Fe Norte",375,"Santa Fe","seguridad_defensa","REPUESTOS",TRUE,95,62,-0.104926551425414,-0.638383205588197,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Santa Fe","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/133 - SERVICIO ADMINISTRATIVO FINANCIERO DESCONCENTRADO ESCUADRÓN 64 MENDOZA",375,"Mendoza","seguridad_defensa","REPUESTOS",TRUE,83,52,-0.195701421162738,-0.667194931216814,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Mendoza","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/134 - SERVICIO ADMINISTRATIVO FINANCIERO DESCONCENTRADO ESCUADRÓN 65 CORDOBA",375,"Córdoba","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,96,35,-0.161506497933764,-0.565713251304929,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Córdoba","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/136 - ESCUADRON 49 SAN VICENTE",375,"Buenos Aires","seguridad_defensa","REPUESTOS",TRUE,65,48,-0.125292293509922,-0.677766143453045,-0.673651968322864,-0.0330991280139174,87,"distribuido","chica","Buenos Aires","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/137 - ESCUADRÓN NÚCLEO AGUILARES",375,"Tucumán","seguridad_defensa","REPUESTOS",TRUE,33,25,-0.145022479201916,-0.720629036697712,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Tucumán","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/140 - ESCUADRON 66 SAN JUAN",375,"San Juan","seguridad_defensa","COMBUSTIBLES Y LUBRICANTES",TRUE,28,24,-0.124132124560673,-0.694556010576641,-0.53969576834674,0.023383036273531,87,"distribuido","chica","San Juan","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/155 - INSTITUTO DE FORMACIÓN DE GENDARMES GENDARME MIGUEL ANGEL TRIPPEPI",375,"CABA","seguridad_defensa","EQUIPO DE OFICINA Y MUEBLES",TRUE,43,22,-0.728121476260689,-0.347943205809176,-0.359811337633677,-0.114391273625312,87,"distribuido","chica","CABA","antiguo","desconcentrada","alto","grande","mayoria_directa"
"375|37/41 - SERVICIO ADMINISTRATIVO FINANCIERO DESCONCENTRADO ESCUADRÓN 53 JUJUY",375,"Jujuy","seguridad_defensa","REPUESTOS",TRUE,99,58,-0.0750458580113167,-0.625137736915472,-0.447851561446162,-0.067825967633785,87,"distribuido","media","Jujuy","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/75 - SERVICIO ADMINISTRATIVO FINANCIERO DESCONCENTRADO ESCUADRÓN 50 POSADAS",375,"Misiones","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,53,35,-0.114267533412448,-0.598883511265808,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Misiones","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|37/76 - SERVICIO ADMINISTRATIVO FINANCIERO DESCONCENTRADO ESCUADRÓN 15 BAJO PARAGUAY",375,"Formosa","seguridad_defensa","LIBRERIA PAP. Y UTILES OFICINA",TRUE,64,32,-0.351898939933823,-0.549886310152535,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Formosa","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/77 - SERVICIO ADMINISTRATIVO FINANCIERO DESCONCENTRADO ESCUADRÓN 48 CORRIENTES",375,"Corrientes","seguridad_defensa","REPUESTOS",TRUE,91,54,-0.366608936810118,-0.517721750124322,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Corrientes","antiguo","desconcentrada","alto","chica","mayoria_directa"
"375|37/80 - SERVICIO ADMINISTRATIVO FINANCIERO DESCONCENTRADO ESCUADRÓN 46 ROSARIO-VICTORIA",375,"Santa Fe","seguridad_defensa","REPUESTOS",TRUE,64,39,-0.0888640058014941,-0.746054564414879,-0.53969576834674,0.023383036273531,87,"distribuido","chica","Santa Fe","antiguo","desconcentrada","alto","media","mayoria_directa"
"375|AGRUPACION CENTINELA II",375,"CABA","seguridad_defensa","BAZAR Y MENAJE",TRUE,179,78,0.0175328049167245,-0.537646565604284,-0.267967130733099,-0.205600277532628,87,"distribuido","media","CABA","antiguo","desconcentrada","alto","grande","mixto"
"376|340/001 - Dirección General de Administración - SSSLD",376,"CABA","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",FALSE,1567,386,0.218253826931775,-0.647074619108715,1.9460535386986,-1.53325592758938,1,"una_sede","grande","CABA","reciente","centralizada","bajo","grande","mixto"
"379|38/00 - JEFATURA ADMINISTRATIVA FINANCIERA DE LA ARMADA",379,"CABA","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,578,269,0.182242838666625,-0.607988635764631,-0.292042400663355,-0.441960436091038,13,"distribuido","grande","CABA","antiguo","desconcentrada","alto","chica","mixto"
"379|38/008 - Base Naval Zárate",379,"Buenos Aires","seguridad_defensa","COMBUSTIBLES Y LUBRICANTES",TRUE,550,199,0.157235171076429,-0.715191510543549,-0.605883031352542,-0.360668290479643,13,"distribuido","grande","Buenos Aires","antiguo","desconcentrada","alto","media","mixto"
"379|38/01 - ARSENAL NAVAL PUERTO BELGRANO",379,"Buenos Aires","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,1037,273,0.189218653360874,-0.643936085014972,-0.605883031352542,-0.360668290479643,13,"distribuido","grande","Buenos Aires","antiguo","desconcentrada","alto","grande","mixto"
"379|38/021 - Jefatura Militar de la Dirección General de Educación de la Armada",379,"CABA","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,623,240,0.117401149852298,-0.677390431487667,-0.292042400663355,-0.441960436091038,13,"distribuido","grande","CABA","antiguo","desconcentrada","alto","chica","mixto"
"379|38/029 - Zona Naval Santa Cruz",379,"Santa Cruz","seguridad_defensa","ALIMENTOS",TRUE,153,46,-0.0753047753067053,-0.698323459240431,-0.447851561446162,-0.067825967633785,13,"distribuido","media","Santa Cruz","antiguo","desconcentrada","alto","media","mayoria_directa"
"379|38/03 - UOC de la Intendencia Naval Puerto Belgrano - Armada Argentina",379,"Buenos Aires","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,652,216,0.0238000917911874,-0.674431232065604,-0.605883031352542,-0.360668290479643,13,"distribuido","grande","Buenos Aires","antiguo","desconcentrada","alto","media","sin_directa"
"379|38/030 - Fragata A.R.A. Libertad",379,"CABA","seguridad_defensa","MANT. REPARACION Y LIMPIEZA",TRUE,231,117,0.112845345327692,-0.662070381297664,-0.267967130733099,-0.205600277532628,13,"distribuido","media","CABA","antiguo","desconcentrada","alto","media","mixto"
"379|38/034 - Arsenal Naval Mar del Plata",379,"Buenos Aires","seguridad_defensa","COMBUSTIBLES Y LUBRICANTES",TRUE,158,63,0.0659686791407342,-0.718248394839312,-0.581807761422286,-0.124308131921233,13,"distribuido","media","Buenos Aires","antiguo","desconcentrada","alto","media","mixto"
"379|38/10 - Unidad Operativa de Contrataciones - Escuela de Oficiales de la Armada",379,"Buenos Aires","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,65,35,0.00124669429580411,-0.62928241423277,-0.673651968322864,-0.0330991280139174,13,"distribuido","chica","Buenos Aires","antiguo","desconcentrada","alto","media","sin_directa"
"379|38/11 - División de Compras - Destacamento naval Rio Grande",379,"Tierra del Fuego","seguridad_defensa","COMBUSTIBLES Y LUBRICANTES",TRUE,246,86,0.0874239587112013,-0.713870214015372,-0.447851561446162,-0.067825967633785,13,"distribuido","media","Tierra del Fuego","antiguo","desconcentrada","alto","chica","sin_directa"
"379|38/12 - Comando de la Flota de Mar",379,"Buenos Aires","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,1015,229,0.203577764872358,-0.647394597510036,-0.605883031352542,-0.360668290479643,13,"distribuido","grande","Buenos Aires","antiguo","desconcentrada","alto","grande","mixto"
"379|38/13 - Centro de instrucción y adiestramiento en técnicas y tácticas navales",379,"Buenos Aires","seguridad_defensa","CERRAJERIA",TRUE,132,52,0.149297471363595,-0.685316798540916,-0.581807761422286,-0.124308131921233,13,"distribuido","media","Buenos Aires","antiguo","desconcentrada","alto","grande","sin_directa"
"379|38/15 JEFATURA DE OBTENCION DE LA ARMADA",379,"CABA","seguridad_defensa","ALIMENTOS",TRUE,1548,249,0.453003661103103,-0.433159326514214,-0.292042400663355,-0.441960436091038,13,"distribuido","grande","CABA","antiguo","desconcentrada","alto","grande","mixto"
"379|38/16 - Licitaciones y Compras - Base Aeronaval Almirante Zar",379,"Chubut","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,485,138,0.0565429065239619,-0.690414365016507,-0.471926831376419,-0.304186126192194,13,"distribuido","grande","Chubut","antiguo","desconcentrada","alto","grande","sin_directa"
"379|38/17 - Escuela Naval Militar",379,"Buenos Aires","seguridad_defensa","FERRETERIA",TRUE,597,224,0.0560066736686043,-0.704416423563429,-0.605883031352542,-0.360668290479643,13,"distribuido","grande","Buenos Aires","antiguo","desconcentrada","alto","media","mixto"
"379|38/18 - Division Contrataciones - Comando de Transportes Navales",379,"CABA","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,833,251,0.242643163221243,-0.657663180529737,-0.292042400663355,-0.441960436091038,13,"distribuido","grande","CABA","antiguo","desconcentrada","alto","media","mixto"
"379|38/19 - División Contrataciones del Cuartel General del EMGA",379,"CABA","seguridad_defensa","BAZAR Y MENAJE",TRUE,860,344,0.0942378195984774,-0.684630744448803,-0.292042400663355,-0.441960436091038,13,"distribuido","grande","CABA","antiguo","desconcentrada","alto","chica","mixto"
"379|38/2 - UOC Base Naval Puerto Belgrano - EMGA",379,"Buenos Aires","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,833,244,0.13753745127242,-0.660434666688601,-0.605883031352542,-0.360668290479643,13,"distribuido","grande","Buenos Aires","antiguo","desconcentrada","alto","media","mixto"
"379|38/22 - Secretaria General de la Armada",379,"CABA","seguridad_defensa","BAZAR Y MENAJE",TRUE,519,202,0.115243261051995,-0.647488712297517,-0.292042400663355,-0.441960436091038,13,"distribuido","grande","CABA","antiguo","desconcentrada","alto","media","mixto"
