"uoc_id","n_sup","masa","coordenada_eje1","contribucion_eje1"
"375|37/155 - INSTITUTO DE FORMACIÓN DE GENDARMES GENDARME MIGUEL ANGEL TRIPPEPI",22,0.00026,-55.01,0.998
