"uoc_id","saf_id","A_juris","n_sup","acceso","contenido","unidad_dim1","unidad_dim2","unidad_dim3"
"374|84/142 - Regimiento de Artillería 1",374,"Buenos Aires",35,0.0511614808080243,-0.836827206101908,-0.721651014490446,0.0798683076377035,0.251000294674596
"374|84/143-JEFATURA DE AGRUPACION DE ARTILLERIA DE CAMPAÑA 601",374,"Buenos Aires",54,-0.00731940804864368,-0.770210932255924,-0.75087110307562,-0.437611859162154,-0.4097544673177
"374|84/144-REGIMIENTO DE INFANTERIA 4",374,"Corrientes",23,0.12462753859875,-0.716138684783606,-0.610230983746274,-0.428740165576044,-0.386480871351753
"374|84/147 - ESCUELA MILITAR DE MONTE",374,"CABA",94,-0.115315250717105,-0.768312531694899,-0.472209394335566,-0.27076592311096,-0.439466335500753
"374|84/148 ESCUELA DE TROPAS AEROTRANSPORTADAS Y OPERACIONES ESPECIALES",374,"Buenos Aires",47,0.0136330786018976,-0.737160532406397,-0.75087110307562,-0.437611859162154,-0.4097544673177
"374|84/15 - Comando de Brigada Blindada I",374,"Buenos Aires",170,0.0320361561314381,-0.7472771799519,-0.647387994036235,0.0431955831415367,-0.343050135983371
"374|84/16 - Comando Brigada Blindada II",374,"Entre Ríos",205,0.0519932592803109,-0.73074708884856,-0.54467298333077,-0.384451687814813,-0.197866188171328
"374|84/17 - Comando Brigada de Montaña V",374,"Salta",233,0.00885980843865522,-0.728402144745329,-0.441189874291385,0.0963557544888776,-0.131161856836999
"374|84/18 - Comando de la Brigada de Montaña VI",374,"Neuquén",121,-0.0265829780560822,-0.717574133398809,-0.23269552707791,0.330564732913913,-0.343531091644294
"374|84/19 - Comando Brigada de Montaña VIII",374,"Mendoza",138,0.089292358248031,-0.719144029041743,-0.441189874291385,0.0963557544888776,-0.131161856836999
"374|84/20 - Comando Brigada Mecanizada IX",374,"Chubut",114,0.00905414862155138,-0.779957121043549,-0.441189874291385,0.0963557544888776,-0.131161856836999
"374|84/21 - Comando Brigada Mecanizada XI",374,"Santa Cruz",193,-0.0884112378538963,-0.726441031558278,-0.441189874291385,0.0963557544888776,-0.131161856836999
"374|84/22 - Comando de Brigada de Monte XII",374,"Misiones",222,-0.0477005899250407,-0.726679268074976,-0.54467298333077,-0.384451687814813,-0.197866188171328
"374|84/23 - Escuela de Suboficiales del Ejercito Sargento Cabral - Estado Mayor General del Ejercito",374,"Buenos Aires",229,0.0903378490390044,-0.741574840784466,-0.647387994036235,0.0431955831415367,-0.343050135983371
"374|84/24 - Colegio Militar de la Nación - Compras y Contrataciones",374,"Buenos Aires",200,-0.0176825137711783,-0.78906064376359,-0.581829993620731,0.0874840609027673,-0.154435452802946
"374|84/26 - Hospital Militar Central 601",374,"CABA",323,0.294279095997535,-0.615069826080464,-0.0946739376672017,0.488538975378997,-0.396516555793295
"374|84/28 - Jefatura Agrupación Artillería Antiaérea Ej. 601 - EC",374,"Buenos Aires",145,0.0316258538374871,-0.734246771864201,-0.647387994036235,0.0431955831415367,-0.343050135983371
"374|84/29 - Liceo Militar General Espejo",374,"Mendoza",120,-0.0037909011383106,-0.65943054508975,-0.441189874291385,0.0963557544888776,-0.131161856836999
